font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
나눔스퀘어OTF	나눔스퀘어otf	1	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@kfonts/nanum-square-otf	0.2.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@kfonts/nanum-square-otf@0.2.0/src/NanumSquareB.otf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
나눔스퀘어OTF ExtraBold	나눔스퀘어otf	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@kfonts/nanum-square-otf, @kfonts/nanum-square-ac-otf				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
낙서B	낙서	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
낙서L	낙서	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
낙서O	낙서o	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
남양주 고딕 M	남양주 고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/eoe-zno_m, @noonnu/eoe-zno-eb, @noonnu/eoe-zno_l				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
네모딱지12	네모딱지12	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
농협체	농협체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
누드펀치Go	누드펀치go	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
누드펀치Mj	누드펀치mj	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
다음_Regular	다음	12	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		regularjs, regular				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
다음_SemiBold	다음	7	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	alibabapuhuiti-3-75-semibold	1.0.0	ISC	https://cdn.jsdelivr.net/npm/alibabapuhuiti-3-75-semibold@1.0.0/AlibabaPuHuiTi-3-75-SemiBold.otf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
다정	다정	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
더티폰트B	더티폰트	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
더티폰트L	더티폰트	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
더티폰트M	더티폰트	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
돋움	돋움	3374	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
돋움 옛한글	돋움 옛한글	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
돋움중둥근체	돋움중둥근체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
돋움체	돋움체	2589	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@noonnu/yi-sun-shin-dotum-m	0.1.0	MIT	https://cdn.jsdelivr.net/npm/@noonnu/yi-sun-shin-dotum-m@0.1.0/fonts/yisunshindotumm-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
돋음	돋음	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
둥근딱지12	둥근딱지12	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
둥근제목체	둥근제목체	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
디나루	디나루	171	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
딸기	딸기	11	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
띏튧	띏튧	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
력옓	력옓	6	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맑은	맑은	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맑은 고딕	맑은 고딕	3708	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@log-er/han-span-widths, @log-er/han-span-calculator, han-span				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맑은 고딕 Semilight	맑은 고딕 semilight	22	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@semi-bot/semi-theme-semi-light-theme				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맑은고딕	맑은고딕	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@log-er/han-span-widths, @log-er/han-span-calculator, han-span				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맹꽁이B	맹꽁이	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맹꽁이L	맹꽁이	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맹꽁이OB	맹꽁이ob	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
맹꽁이OL	맹꽁이ol	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
먼고딕	먼고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
명조	명조	7533	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
뫼비우스 Bold	뫼비우스	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
뫼비우스 Regular	뫼비우스	271	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 궁체 정자체	문체부 궁체 정자체	6	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 궁체 흘림체	문체부 궁체 흘림체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 돋음체	문체부 돋음체	36	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 바탕체	문체부 바탕체	37	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 쓰기 정체	문체부 쓰기 정체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 쓰기 흘림체	문체부 쓰기 흘림체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 제목 돋음체	문체부 제목 돋음체	16	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문체부 제목 바탕체	문체부 제목 바탕체	6	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화돋움	문화돋움	19	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화돋움제목	문화돋움제목	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화바탕	문화바탕	14	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화바탕제목	문화바탕제목	12	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화방송	문화방송	9	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화부돋움체	문화부돋움체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화쓰기	문화쓰기	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
문화쓰기흘림	문화쓰기흘림	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
미드본고딕B	미드본고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
미로12	미로12	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
미로B	미로	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
미로L	미로	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
민10	민10	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
민12b	민12b	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
민9	민9	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
민준	민준	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바겐세일B	바겐세일	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바겐세일L	바겐세일	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바겐세일M	바겐세일	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바른돋움Pro 1	바른돋움pro 1	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바른바탕1 L	바른바탕1	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바른바탕3 B	바른바탕3	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바른바탕Pro 1	바른바탕pro 1	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바탕	바탕	5921	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바탕 옛한글	바탕 옛한글	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
바탕 옛한글 자모	바탕 옛한글 자모	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
